No,ID,Bus_Stop_Name_MM,Bus_Stop_Name_EN,Township_MM,Township_EN,Road_MM,Road_EN,Latitude,Longitude,Google_Maps_URL,Source
2242,3242,သံလမ်းမှတ်တိုင်,Than lan,တောင်ဥက္ကလာပ,South Okkalapa,ဝေဇယန္တာလမ်း,Waizayanta Road,16.839054,96.169867,"https://www.google.com/maps?q=16.839054,96.169867",OpenStreetMap (OSM) Yangon
2243,3243,ဗိုလ်ချုပ်ကွေ့,Bogyoke Gway,အလုံ,Ahlone,ကြည့်မြင်တိုင်ကမ်းနားလမ်း,Kyee Myin Daing Kannar Road,16.78049,96.135965,"https://www.google.com/maps?q=16.78049,96.135965",OpenStreetMap (OSM) Yangon
2244,3244,ခင်မမကြား,Khin Ma Ma Gyar,ဒေါပုံ,Dawbon,ယမုံနာလမ်း,Yamonar Road,16.783898,96.198536,"https://www.google.com/maps?q=16.783898,96.198536",OpenStreetMap (OSM) Yangon
2245,3245,သံလမ်း မှတ်တိုင်,Than Lann Bus Stop,ရန်ကင်း,Yankin,Moe Kaung Road,Moe Kaung Road,16.833594,96.172947,"https://www.google.com/maps?q=16.833594,96.172947",OpenStreetMap (OSM) Yangon
2246,3246,( ၁၆ ) ကွေ့ မှတ်တိုင်,Sat Chauk Gway Bus Stop,ရန်ကင်း,Yankin,Moe Kaung Road,Moe Kaung Road,16.833764,96.176424,"https://www.google.com/maps?q=16.833764,96.176424",OpenStreetMap (OSM) Yangon
2247,3247,ရတနာ ဈေး မှတ်တိုင်,Yadanar Zayy ( Yadanar Market ) Bus Stop,တောင်ဥက္ကလာပ,South Okkalapa,သုမင်္ဂလာလမ်း,Thu Mingalar Road,16.835918,96.183105,"https://www.google.com/maps?q=16.835918,96.183105",OpenStreetMap (OSM) Yangon
2248,3248,ကုလား ဘုရား မှတ်တိုင်,Kalarr Phayarr Bus Stop,သင်္ဃန်းကျွန်း,Thingangyun,လေးထောင့်ကန်လမ်း,Lay Daung Kan Road,16.834791,96.180452,"https://www.google.com/maps?q=16.834791,96.180452",OpenStreetMap (OSM) Yangon
2249,3249,ဆီဆိုင်,Gas stastion bus stop,ဒေါပုံ,Dawbon,ယမုံနာလမ်း,Yamonar Road,16.786371,96.199746,"https://www.google.com/maps?q=16.786371,96.199746",OpenStreetMap (OSM) Yangon
2250,3250,စာတိုက်,Post Office,သာကေတ,Thaketa,မြင်တော်သာလမ်း,Myintawthar Road,16.788868,96.200993,"https://www.google.com/maps?q=16.788868,96.200993",OpenStreetMap (OSM) Yangon
2251,3251,လမ်း ( ၅၀ ),Lann Ngarr Sal ( 50th Street ),ပုဇွန်တောင်,Pazundaung,ကမ်းနားလမ်း,Strand Road,16.771414,96.171282,"https://www.google.com/maps?q=16.771414,96.171282",OpenStreetMap (OSM) Yangon
2252,3252,ရုပ်ရှင်ရုံ,Yote Shin Yone,သာကေတ,Thaketa,မြင်တော်သာလမ်း,Myintawthar Road,16.792668,96.20285,"https://www.google.com/maps?q=16.792668,96.20285",OpenStreetMap (OSM) Yangon
2253,3253,ဂိတ်ဟောင်း မှတ်တိုင်,Gate Haung Bus Stop,သင်္ဃန်းကျွန်း,Thingangyun,ရတနာလမ်း,Yadanar Road,16.838994,96.192986,"https://www.google.com/maps?q=16.838994,96.192986",OpenStreetMap (OSM) Yangon
2254,3254,အာနန္ဒာ ဘုရား မှတ်တိုင်,Ananda Phayarr ( Ananda Pagoda ) Bus Stop,သင်္ဃန်းကျွန်း,Thingangyun,ရတနာလမ်း,Yadanar Road,16.840444,96.194959,"https://www.google.com/maps?q=16.840444,96.194959",OpenStreetMap (OSM) Yangon
2255,3255,ဘဝမြင့် မှတ်တိုင်,Bawa Myint Bus Stop,သင်္ဃန်းကျွန်း,Thingangyun,ရတနာလမ်း,Yadanar Road,16.842015,96.196581,"https://www.google.com/maps?q=16.842015,96.196581",OpenStreetMap (OSM) Yangon
2256,3256,ဒေဝဒဟ မှတ်တိုင်,Daywa Daha Bus Stop,သင်္ဃန်းကျွန်း,Thingangyun,သံသုမာလမ်း,Thanthumar Road,16.844012,96.198958,"https://www.google.com/maps?q=16.844012,96.198958",OpenStreetMap (OSM) Yangon
2257,3257,လိုင်စင်ရုံး,License Yone,သင်္ဃန်းကျွန်း,Thingangyun,သံသုမာလမ်း,Thanthumar Road,16.845704,96.201024,"https://www.google.com/maps?q=16.845704,96.201024",OpenStreetMap (OSM) Yangon
2258,3258,လမ်း ( ၃၀ ) မှတ်တိုင်,Lann Thone Sal (30th Street) Bus Stop,ကျောက်တံတား,Kyauktada,အနော်ရထာလမ်း,Anawrahta Road,16.771914,96.157047,"https://www.google.com/maps?q=16.771914,96.157047",OpenStreetMap (OSM) Yangon
2259,3259,ကျန်းမာရေးမှတ်တိုင်,Kyan Mar Yay Bus Stop,သာကေတ,Thaketa,မြင်တော်သာလမ်း,Myintawthar Road,16.796241,96.204633,"https://www.google.com/maps?q=16.796241,96.204633",OpenStreetMap (OSM) Yangon
2260,3260,(၇) ဈေးမှတ်တိုင်,7 Zay Bus Stop,သာကေတ,Thaketa,မြင်တော်သာလမ်း,Myintawthar Road,16.798685,96.205784,"https://www.google.com/maps?q=16.798685,96.205784",OpenStreetMap (OSM) Yangon
2261,3261,ကလီ,Kili,အလုံ,Ahlone,ကြည့်မြင်တိုင်ကမ်းနားလမ်း,Kyee Myin Daing Kannar Road,16.775073,96.139433,"https://www.google.com/maps?q=16.775073,96.139433",OpenStreetMap (OSM) Yangon
2262,3262,(၃၁) ဂိတ်/(၁) ဂိတ်,31 GATE,တောင်ဥက္ကလာပ,South Okkalapa,သံသုမာလမ်း,Thanthumar Road,16.849287,96.192907,"https://www.google.com/maps?q=16.849287,96.192907",OpenStreetMap (OSM) Yangon
2263,3263,မိုးစွေ,Moe Swe,တောင်ဥက္ကလာပ,South Okkalapa,သံသုမာလမ်း,Thanthumar Road,16.850041,96.189486,"https://www.google.com/maps?q=16.850041,96.189486",OpenStreetMap (OSM) Yangon
2264,3264,ဘုရားရွေ,Phayar Shay,သာကေတ,Thaketa,မြင်တော်သာလမ်း,Myintawthar Road,16.802097,96.206672,"https://www.google.com/maps?q=16.802097,96.206672",OpenStreetMap (OSM) Yangon
2265,3265,မြေနီ,Myay Ni,သာကေတ,Thaketa,မြင်တော်သာလမ်း,Myintawthar Road,16.803553,96.209871,"https://www.google.com/maps?q=16.803553,96.209871",OpenStreetMap (OSM) Yangon
2266,3266,ကျောင်းကွေ့ / ထူပါရုံ မှတ်တိုင်,Kyaung Gwayt / Htuu Par Yone Bus Stop,သာကေတ,Thaketa,မြင်တော်သာလမ်း,Myintawthar Road,16.80378,96.206558,"https://www.google.com/maps?q=16.80378,96.206558",OpenStreetMap (OSM) Yangon
2267,3267,ကြေးတမာ,Kyae Tamar,တောင်ဥက္ကလာပ,South Okkalapa,သံသုမာလမ်း,Thanthumar Road,16.851118,96.187659,"https://www.google.com/maps?q=16.851118,96.187659",OpenStreetMap (OSM) Yangon
2268,3268,သင်းဝင်မှတ်တိုင်,Thin Winn,မြောက်ဒဂုံ,North Dagon,ပင်လုံလမ်းမကြီး,ပင်လုံလမ်းမကြီး,16.866715,96.184456,"https://www.google.com/maps?q=16.866715,96.184456",OpenStreetMap (OSM) Yangon
2269,3269,ဘေလီ,Bay Li,တောင်ဥက္ကလာပ,South Okkalapa,ပါရမီလမ်း,Parami Road,16.859837,96.178988,"https://www.google.com/maps?q=16.859837,96.178988",OpenStreetMap (OSM) Yangon
2270,3270,( ၈ ) ဂိတ် မှတ်တိုင်,ShiG Gate,သာကေတ,Thaketa,Thalyin Thada Chin Kat Road,Thalyin Thada Chin Kat Road,16.804771,96.213542,"https://www.google.com/maps?q=16.804771,96.213542",OpenStreetMap (OSM) Yangon
2271,3271,နာရီစင်မှတ်တိုင်,Naryisin Bus Stop,မြောက်ဒဂုံ,North Dagon,ပင်လုံလမ်းမကြီး,ပင်လုံလမ်းမကြီး,16.866197,96.182906,"https://www.google.com/maps?q=16.866197,96.182906",OpenStreetMap (OSM) Yangon
2272,3272,သာကေတ အဝိုင်းထိပ်,Thaketa A Wine Htake,သာကေတ,Thaketa,ဧရာဝဏ်လမ်းမကြီး,Ayar Wun Main Road,16.806486,96.216837,"https://www.google.com/maps?q=16.806486,96.216837",OpenStreetMap (OSM) Yangon
2273,3273,( ၁၅ ) လမ်း,Satngarr Lann (15th Street),လမ်းမတော်,Lanmadaw,ဗိုလ်ချုပ်အောင်ဆန်းလမ်း,Bogyoke Aung San Road,16.774697,96.146387,"https://www.google.com/maps?q=16.774697,96.146387",OpenStreetMap (OSM) Yangon
2274,3274,ဆက်သွယ်ရေး မှတ်တိုင်,Sett Thwal Yayy ( Communications ) Bus Stop,မြောက်ဒဂုံ,North Dagon,ပင်လုံလမ်း,Pin Lon Road,16.869586,96.190002,"https://www.google.com/maps?q=16.869586,96.190002",OpenStreetMap (OSM) Yangon
2275,3275,ကျောင်း လမ်း မှတ်တိုင်,Kyaung Lann Bus Stop,မြောက်ဒဂုံ,North Dagon,ပင်လုံလမ်း,Pin Lon Road,16.871525,96.193746,"https://www.google.com/maps?q=16.871525,96.193746",OpenStreetMap (OSM) Yangon
2276,3276,( ၁၀၈ ) တောင် ဘုရား,108 Taung Phayarr,သာကေတ,Thaketa,Thalyin Thada Chin Kat Road,Thalyin Thada Chin Kat Road,16.806502,96.219395,"https://www.google.com/maps?q=16.806502,96.219395",OpenStreetMap (OSM) Yangon
2277,3277,ဆောက်လုပ်ရေး,Saut Lote Yayy,သာကေတ,Thaketa,Thalyin Thada Chin Kat Road,Thalyin Thada Chin Kat Road,16.803092,96.223307,"https://www.google.com/maps?q=16.803092,96.223307",OpenStreetMap (OSM) Yangon
2278,3278,စစ်တောင်းလမ်းမှတ်တိုင်,Sit Taung,မြောက်ဒဂုံ,North Dagon,ပင်လုံလမ်း,Pin Lon Road,16.872907,96.196332,"https://www.google.com/maps?q=16.872907,96.196332",OpenStreetMap (OSM) Yangon
2279,3279,(၄၆) လမ်းမှတ်တိုင်,46 Street Bus Stop,ဗိုလ်တထောင်,Botahtaung,သိမ်ဖြူလမ်း,Thein Phyu Road,16.773941,96.168459,"https://www.google.com/maps?q=16.773941,96.168459",OpenStreetMap (OSM) Yangon
2280,3280,လမ်း ( ၅၀ ),Lann Ngarr Sal ( 50th Street ),ကျောက်တံတား,Kyauktada,ကုန်သည်လမ်း,Merchant Road,16.77382,96.171247,"https://www.google.com/maps?q=16.77382,96.171247",OpenStreetMap (OSM) Yangon
2281,3281,ကုန်ပဒေသာ မှတ်တိုင်,Kone Pa Day Thar Bus Stop,မြောက်ဒဂုံ,North Dagon,ပင်လုံလမ်း,Pin Lon Road,16.884289,96.200644,"https://www.google.com/maps?q=16.884289,96.200644",OpenStreetMap (OSM) Yangon
2282,3282,ဆီဆိုင်,Si Saing,ဆိပ်ကမ်း,Seikkan,ကမ်းနားလမ်း,Strand Road,16.77011,96.172557,"https://www.google.com/maps?q=16.77011,96.172557",OpenStreetMap (OSM) Yangon
2283,3283,လက်မှတ် ဂိတ် မှတ်တိုင်,Lett Hmat Gate Bus Stop,သန်လျင်,Thanlyin,Bogyoke Nay Win Road,Bogyoke Nay Win Road,16.778682,96.2442,"https://www.google.com/maps?q=16.778682,96.2442",OpenStreetMap (OSM) Yangon
2284,3284,မီးပွိုင့် မှတ်တိုင်,Mee Point Bus Stop,သန်လျင်,Thanlyin,Bogyoke Nay Win Road,Bogyoke Nay Win Road,16.778962,96.246586,"https://www.google.com/maps?q=16.778962,96.246586",OpenStreetMap (OSM) Yangon
2285,3285,ဘိုကလေး ဈေး,Bogalay Zayy,ဆိပ်ကမ်း,Seikkan,ကမ်းနားလမ်း,Strand Road,16.769207,96.165773,"https://www.google.com/maps?q=16.769207,96.165773",OpenStreetMap (OSM) Yangon
2286,3286,ရုံးရှေ့ မှတ်တိုင်,Yone Shay Bus Stop,မြောက်ဒဂုံ,North Dagon,ပင်လုံလမ်း,Pin Lon Road,16.887499,96.198786,"https://www.google.com/maps?q=16.887499,96.198786",OpenStreetMap (OSM) Yangon
2287,3287,(၇/၈) လမ်းဆုံ,7/8 Lann Sone,မြောက်ဒဂုံ,North Dagon,ဗိုလ်မှူးဗထူးလမ်း,Bo Hmu Ba Htoo Road,16.892126,96.196272,"https://www.google.com/maps?q=16.892126,96.196272",OpenStreetMap (OSM) Yangon
2288,3288,အောင်တော်မူ မှတ်တိုင်,အောင်တော်မူ မှတ်တိုင်,မြောက်ဥက္ကလာပ,North Okkalapa,သုဓမ္မာလမ်း,Thudhamar Road,16.912312,96.19341,"https://www.google.com/maps?q=16.912312,96.19341",OpenStreetMap (OSM) Yangon
2289,3289,ရွာထိပ် မှတ်တိုင်,ရွာထိပ် မှတ်တိုင်,မြောက်ဥက္ကလာပ,North Okkalapa,သုဓမ္မာလမ်း,Thudhamar Road,16.90836,96.199846,"https://www.google.com/maps?q=16.90836,96.199846",OpenStreetMap (OSM) Yangon
2290,3290,(၆) ထပ် ရုံး,Chauk Htat Yone,ကျောက်တံတား,Kyauktada,အနော်ရထာလမ်း,Anawrahta Road,16.77079,96.1578,"https://www.google.com/maps?q=16.77079,96.1578",OpenStreetMap (OSM) Yangon
2291,3291,ညောင်ပင်လေး ဈေး မှတ်တိုင်,Nyaung Pin Layy Zayy ( Nyaung Pin Layy Market ) Bus Stop,လသာ,Latha,ကမ်းနားလမ်း,Strand Road,16.772182,96.147317,"https://www.google.com/maps?q=16.772182,96.147317",OpenStreetMap (OSM) Yangon
2292,3292,အဝိုင်း ထိပ် မှတ်တိုင်,A WIne Htake,မြောက်ဒဂုံ,North Dagon,Dagon University,Dagon University,16.910341,96.213352,"https://www.google.com/maps?q=16.910341,96.213352",OpenStreetMap (OSM) Yangon
2293,3293,ကျား ဘုရား မှတ်တိုင်,Kyar Pagoda,သန်လျင်,Thanlyin,Bogyoke Nay Win Road,Bogyoke Nay Win Road,16.757769,96.256591,"https://www.google.com/maps?q=16.757769,96.256591",OpenStreetMap (OSM) Yangon
2294,3294,သမ ကောလိပ် မှတ်တိုင်,Tha Ma College ( Cooperatives Colleage ) Bus Stop,သန်လျင်,Thanlyin,Bogyoke Nay Win Road,Bogyoke Nay Win Road,16.755097,96.25815,"https://www.google.com/maps?q=16.755097,96.25815",OpenStreetMap (OSM) Yangon
2295,3295,ဆည်မြောင်း,Sal Myaung,သန်လျင်,Thanlyin,Bogyoke Nay Win Road,Bogyoke Nay Win Road,16.75095,96.261314,"https://www.google.com/maps?q=16.75095,96.261314",OpenStreetMap (OSM) Yangon
2296,3296,အောင်ချမ်းသာ မှတ်တိုင်,Aung Chan Thar Bus Stop,သန်လျင်,Thanlyin,Bogyoke Nay Win Road,Bogyoke Nay Win Road,16.745595,96.265252,"https://www.google.com/maps?q=16.745595,96.265252",OpenStreetMap (OSM) Yangon
2297,3297,(၁၈) ကုန်း,18 Kone Bus Stop,သန်လျင်,Thanlyin,ကျိုက်ခေါက်ဘုရားလမ်း,Kyaik Khauk Pagoda Road,16.739427,96.268619,"https://www.google.com/maps?q=16.739427,96.268619",OpenStreetMap (OSM) Yangon
2298,3298,လမ်း ( ၅၀ ),Lann Ngarr Sal ( 50th Street ),ဗိုလ်တထောင်,Botahtaung,Botahtaung Pagoda Road,Botahtaung Pagoda Road,16.776575,96.170964,"https://www.google.com/maps?q=16.776575,96.170964",OpenStreetMap (OSM) Yangon
2299,3299,ဘုရားကုန်း လမ်းဆုံ မှတ်တိုင်,Phayarr Kone Lann Sone Bus Stop,သန်လျင်,Thanlyin,ကျိုက်ခေါက်ဘုရားလမ်း,Kyaik Khauk Pagoda Road,16.728805,96.274022,"https://www.google.com/maps?q=16.728805,96.274022",OpenStreetMap (OSM) Yangon
2300,3300,ညောင်ပင် မှတ်တိုင်,Nyaung Pin Bus Stop,သန်လျင်,Thanlyin,အမှတ်(၆)လမ်းမ,No. 6 Main Road,16.729933,96.279216,"https://www.google.com/maps?q=16.729933,96.279216",OpenStreetMap (OSM) Yangon
2301,3301,ကွမ်းယာ ဆိုင် မှတ်တိုင်,Kun Yar Saing Bus Stop,သန်လျင်,Thanlyin,အမှတ်(၆)လမ်းမ,No. 6 Main Road,16.731238,96.283182,"https://www.google.com/maps?q=16.731238,96.283182",OpenStreetMap (OSM) Yangon
2302,3302,ရန်ကုန် အရှေ့ပိုင်း တက္ကသိုလ် ( သန်လျင် ) မှတ်တိုင်,Yangon A Shayt Pine Takkatol ( Thanlyin ) ( University of East Yangon ) Bus Stop,သန်လျင်,Thanlyin,အမှတ်(၆)လမ်းမ,No. 6 Main Road,16.732868,96.286813,"https://www.google.com/maps?q=16.732868,96.286813",OpenStreetMap (OSM) Yangon
2303,3303,လသာ လမ်း,Latha Lann,ပန်းဘဲတန်း,Pabedan,အနော်ရထာလမ်း,Anawrahta Road,16.777125,96.1516,"https://www.google.com/maps?q=16.777125,96.1516",OpenStreetMap (OSM) Yangon
2304,3304,(၁၅) လမ်း,Sat Ngarr Lann (15 Street),လမ်းမတော်,Lanmadaw,Phone Gyi Road,Phone Gyi Road,16.777322,96.146434,"https://www.google.com/maps?q=16.777322,96.146434",OpenStreetMap (OSM) Yangon
2305,3305,ကားကြီးဂိတ်,Car Gyi Gate,သန်လျင်,Thanlyin,အမှတ်(၆)လမ်းမ,No. 6 Main Road,16.734703,96.290081,"https://www.google.com/maps?q=16.734703,96.290081",OpenStreetMap (OSM) Yangon
2306,3306,ခြောက်လမ်းသွား,Chout Lan Twar,သန်လျင်,Thanlyin,အမှတ်(၆)လမ်းမ,No. 6 Main Road,16.738249,96.297141,"https://www.google.com/maps?q=16.738249,96.297141",OpenStreetMap (OSM) Yangon
2307,3307,စံပြ ရုပ်ရှင်ရုံ,San Pya Yoke Shin Yone,လမ်းမတော်,Lanmadaw,Phone Gyi Road,Phone Gyi Road,16.777402,96.144245,"https://www.google.com/maps?q=16.777402,96.144245",OpenStreetMap (OSM) Yangon
2308,3308,မဟာမြိုင် လမ်း,Mahar Myaing Street,ကမာရွတ်,Kamayut,ပြည်လမ်း,Pyay Road,16.808158,96.13589,"https://www.google.com/maps?q=16.808158,96.13589",OpenStreetMap (OSM) Yangon
2309,3309,ငုံးခြံ,Ngone Chan,သန်လျင်,Thanlyin,အမှတ်(၆)လမ်းမ,No. 6 Main Road,16.737519,96.295554,"https://www.google.com/maps?q=16.737519,96.295554",OpenStreetMap (OSM) Yangon
2310,3310,မော်တင် ကလီ,Maw Tin Kili,လမ်းမတော်,Lanmadaw,Phone Gyi Road,Phone Gyi Road,16.777531,96.140531,"https://www.google.com/maps?q=16.777531,96.140531",OpenStreetMap (OSM) Yangon
2311,3311,ကြာနီကန်,Kyar Ni Kan,သန်လျင်,Thanlyin,အမှတ်(၆)လမ်းမ,No. 6 Main Road,16.740498,96.301875,"https://www.google.com/maps?q=16.740498,96.301875",OpenStreetMap (OSM) Yangon
2312,3312,စစ်ပင်ကွင်း,Sit Pin Kwin,သန်လျင်,Thanlyin,အမှတ်(၆)လမ်းမ,No. 6 Main Road,16.748438,96.317585,"https://www.google.com/maps?q=16.748438,96.317585",OpenStreetMap (OSM) Yangon
2313,3313,ခြံဝိုင်း,Chan Wine,သန်လျင်,Thanlyin,အမှတ်(၆)လမ်းမ,No. 6 Main Road,16.762675,96.343427,"https://www.google.com/maps?q=16.762675,96.343427",OpenStreetMap (OSM) Yangon
2314,3314,နေလ,Nay La,သန်လျင်,Thanlyin,အမှတ်(၆)လမ်းမ,No. 6 Main Road,16.741388,96.303512,"https://www.google.com/maps?q=16.741388,96.303512",OpenStreetMap (OSM) Yangon
2315,3315,ချောင်း (၁),Chaung 1,သန်လျင်,Thanlyin,အမှတ်(၆)လမ်းမ,No. 6 Main Road,16.745521,96.311779,"https://www.google.com/maps?q=16.745521,96.311779",OpenStreetMap (OSM) Yangon
2316,3316,ညောင်ပင်လေးဈေး,Nyaung Pin Lay Zay,သန်လျင်,Thanlyin,အမှတ်(၆)လမ်းမ,No. 6 Main Road,16.753416,96.327712,"https://www.google.com/maps?q=16.753416,96.327712",OpenStreetMap (OSM) Yangon
2317,3317,မရင်ကွေ့,Ma Yin Kwe,သန်လျင်,Thanlyin,အမှတ်(၆)လမ်းမ,No. 6 Main Road,16.756896,96.334447,"https://www.google.com/maps?q=16.756896,96.334447",OpenStreetMap (OSM) Yangon
2318,3318,သူဌေးကွင်း,Tha Htay Kwin,သန်လျင်,Thanlyin,အမှတ်(၆)လမ်းမ,No. 6 Main Road,16.765265,96.347471,"https://www.google.com/maps?q=16.765265,96.347471",OpenStreetMap (OSM) Yangon
2319,3319,ကရင်ဆိပ်အနောက်ဖျား,Kayin Sate Anout Pyar,သန်လျင်,Thanlyin,အမှတ်(၆)လမ်းမ,No. 6 Main Road,16.763517,96.36246,"https://www.google.com/maps?q=16.763517,96.36246",OpenStreetMap (OSM) Yangon
2320,3320,ကရင်ဆိပ်သမ,Kayin Sate Thama,သန်လျင်,Thanlyin,အမှတ်(၆)လမ်းမ,No. 6 Main Road,16.763095,96.366286,"https://www.google.com/maps?q=16.763095,96.366286",OpenStreetMap (OSM) Yangon
2321,3321,ချင်းမလေးကရင်ဆိပ် (ကရင်ဆိပ်),Chin Malay Kayin Sate,သန်လျင်,Thanlyin,အမှတ်(၆)လမ်းမ,No. 6 Main Road,16.762534,96.370586,"https://www.google.com/maps?q=16.762534,96.370586",OpenStreetMap (OSM) Yangon
2322,3322,ရွှေထန်းပင်,Shwe Htan Pin,သန်လျင်,Thanlyin,အမှတ်(၆)လမ်းမ,No. 6 Main Road,16.760981,96.379199,"https://www.google.com/maps?q=16.760981,96.379199",OpenStreetMap (OSM) Yangon
2323,3323,တံတားဖြူ,Tadarr Phyu,ကမာရွတ်,Kamayut,ပြည်လမ်း,Pyay Road,16.839144,96.134779,"https://www.google.com/maps?q=16.839144,96.134779",OpenStreetMap (OSM) Yangon
2324,3324,တံတားဖြူ,Tadarr Phyu,ကမာရွတ်,Kamayut,ပြည်လမ်း,Pyay Road,16.837025,96.134169,"https://www.google.com/maps?q=16.837025,96.134169",OpenStreetMap (OSM) Yangon
2325,3325,ဆန္ဒတူ,Sanda Tu,သန်လျင်,Thanlyin,အမှတ်(၆)လမ်းမ,No. 6 Main Road,16.75794,96.389314,"https://www.google.com/maps?q=16.75794,96.389314",OpenStreetMap (OSM) Yangon
2326,3326,ပုလဲမော်တော်ဆိပ်,Preal Motor Sate,သန်လျင်,Thanlyin,အမှတ်(၆)လမ်းမ,No. 6 Main Road,16.75572,96.396377,"https://www.google.com/maps?q=16.75572,96.396377",OpenStreetMap (OSM) Yangon
2327,3327,ပုလဲ,Preal,သန်လျင်,Thanlyin,အမှတ်(၆)လမ်းမ,No. 6 Main Road,16.755794,96.398226,"https://www.google.com/maps?q=16.755794,96.398226",OpenStreetMap (OSM) Yangon
2328,3328,သီတာ လမ်း မှတ်တိုင်,Thidar Lann ( Thidar Street ) Bus Stop,တာမွေ,Tamwe,ကျိုက္ကဆံလမ်း,Kyaikkasan Road,16.799405,96.176017,"https://www.google.com/maps?q=16.799405,96.176017",OpenStreetMap (OSM) Yangon
2329,3329,မဟာစည်,Maharsi,မရမ်းကုန်း,Mayangone,ကမ္ဘာအေးဘုရားလမ်း,Kabar Aye Pagoda Road,16.872538,96.139915,"https://www.google.com/maps?q=16.872538,96.139915",OpenStreetMap (OSM) Yangon
2330,3330,သံလမ်း မှတ်တိုင်,Than Lann Bus Stop,သင်္ဃန်းကျွန်း,Thingangyun,Pyithaya Street,Pyithaya Street,16.819812,96.17812,"https://www.google.com/maps?q=16.819812,96.17812",OpenStreetMap (OSM) Yangon
2331,3331,အေဝမ်း,A1,မရမ်းကုန်း,Mayangone,ပြည်လမ်း,Pyay Road,16.875479,96.138383,"https://www.google.com/maps?q=16.875479,96.138383",OpenStreetMap (OSM) Yangon
2332,3332,အေဝမ်း,A1,မရမ်းကုန်း,Mayangone,ပြည်လမ်း,Pyay Road,16.87768,96.137672,"https://www.google.com/maps?q=16.87768,96.137672",OpenStreetMap (OSM) Yangon
2333,3333,( ၉ ) မိုင်,Koe Mile ( 9 Miles ),မရမ်းကုန်း,Mayangone,ပြည်လမ်း,Pyay Road,16.881615,96.134935,"https://www.google.com/maps?q=16.881615,96.134935",OpenStreetMap (OSM) Yangon
2334,3334,( ၉ ) မိုင်ခွဲ,Koe Mile Khwal ( 9.5 Miles ),မရမ်းကုန်း,Mayangone,ပြည်လမ်း,Pyay Road,16.88383,96.13592,"https://www.google.com/maps?q=16.88383,96.13592",OpenStreetMap (OSM) Yangon
2335,3335,( ၉ ) မိုင်ခွဲ,Koe Mile Khwal ( 9.5 Miles ),မရမ်းကုန်း,Mayangone,ပြည်လမ်း,Pyay Road,16.885092,96.135528,"https://www.google.com/maps?q=16.885092,96.135528",OpenStreetMap (OSM) Yangon
2336,3336,(၁၀) မိုင်ကုန်း,10 Mile Kone,မရမ်းကုန်း,Mayangone,ပြည်လမ်း,Pyay Road,16.888708,96.129236,"https://www.google.com/maps?q=16.888708,96.129236",OpenStreetMap (OSM) Yangon
2337,3337,ဇဝန မှတ်တိုင်,Zawana Bus Stop,သင်္ဃန်းကျွန်း,Thingangyun,လေးထောင့်ကန်လမ်း,Lay Daung Kan Road,16.828311,96.1889,"https://www.google.com/maps?q=16.828311,96.1889",OpenStreetMap (OSM) Yangon
2338,3338,အေဝးေျပး,A Way Pyay ( Highway ),အင်းစိန်,Insein,ပြည်လမ်း,Pyay Road,16.888668,96.123027,"https://www.google.com/maps?q=16.888668,96.123027",OpenStreetMap (OSM) Yangon
2339,3339,ထန်းပင်ကုန်း,Htann Pin Gone,မင်္ဂလာဒုံ,Mingaladon,Yangon Airport Road,Yangon Airport Road,16.900313,96.124384,"https://www.google.com/maps?q=16.900313,96.124384",OpenStreetMap (OSM) Yangon
2340,3340,ကုလား ဘုရား,Kalar Phaya,မင်္ဂလာဒုံ,Mingaladon,Yangon Airport Road,Yangon Airport Road,16.905687,96.128984,"https://www.google.com/maps?q=16.905687,96.128984",OpenStreetMap (OSM) Yangon
2341,3341,ပန်းခြံကုန်း,Pann Chan Kone,မင်္ဂလာဒုံ,Mingaladon,Yangon Airport Road,Yangon Airport Road,16.91085,96.132064,"https://www.google.com/maps?q=16.91085,96.132064",OpenStreetMap (OSM) Yangon
2342,3342,သံလမ်း မှတ်တိုင်,Than Lann Bus Stop,တောင်ဒဂုံ,South Dagon,ပြည်ထောင်စုလမ်းမကြီး,Pyi Htaung Su Main Road,16.854755,96.21496,"https://www.google.com/maps?q=16.854755,96.21496",OpenStreetMap (OSM) Yangon
2343,3343,ဘီအိုစီ,BOC,မင်္ဂလာဒုံ,Mingaladon,Yangon Airport Road,Yangon Airport Road,16.915681,96.134741,"https://www.google.com/maps?q=16.915681,96.134741",OpenStreetMap (OSM) Yangon
2344,3344,ဆေးကျောင်း,Tsay Kyaung,မင်္ဂလာဒုံ,Mingaladon,Yangon Airport Road,Yangon Airport Road,16.920024,96.134197,"https://www.google.com/maps?q=16.920024,96.134197",OpenStreetMap (OSM) Yangon
2345,3345,သစ်ဆိုင် ကွေ့,Thit Saing Gwayt,တောင်ဒဂုံ,South Dagon,စည်ပင်လမ်း,Si Pin Road,16.847189,96.223475,"https://www.google.com/maps?q=16.847189,96.223475",OpenStreetMap (OSM) Yangon
2346,3346,ယောက်ကော်,Yauk Kaw,တောင်ဒဂုံ,South Dagon,ပြည်ထောင်စုလမ်းမကြီး,Pyi Htaung Su Main Road,16.848335,96.222192,"https://www.google.com/maps?q=16.848335,96.222192",OpenStreetMap (OSM) Yangon
