No,ID,Bus_Stop_Name_MM,Bus_Stop_Name_EN,Township_MM,Township_EN,Road_MM,Road_EN,Latitude,Longitude,Google_Maps_URL,Source
1,1,ကျောင်းရှေ့/ကုန်းဆင်း,Kyaung Shae/ Kone Sin,ကမာရွတ်,Kamayut,လှည်းတန်းလမ်း,Hledan Road,16.825525,96.126583,"https://www.google.com/maps?q=16.825525,96.126583",YBS / YRTA Official
2,2,ကျောင်းရှေ့/ဓမ္မာရုံ,Kyaung Shae/ Dhamar Yon,ကမာရွတ်,Kamayut,တက္ကသိုလ်ရိပ်သာလမ်း,University Avenue Road,16.826485,96.132192,"https://www.google.com/maps?q=16.826485,96.132192",YBS / YRTA Official
3,3,ကျောင်းလမ်း,Kyuanlan,ကမာရွတ်,Kamayut,တက္ကသိုလ်ရိပ်သာလမ်း,University Avenue Road,16.825918,96.13846,"https://www.google.com/maps?q=16.825918,96.138460",YBS / YRTA Official
4,4,ခိုင်ရွှေဝါ,Khaing Shwe Wah,ကမာရွတ်,Kamayut,ဗဟိုလမ်း,Baho Road,16.8257,96.125134,"https://www.google.com/maps?q=16.825700,96.125134",YBS / YRTA Official
5,5,စံရိပ်ငြိမ်,San Yeik Nyein,ကမာရွတ်,Kamayut,ရန်ကုန်-အင်းစိန်လမ်း,Yangon-Insein Road,16.830802,96.129527,"https://www.google.com/maps?q=16.830802,96.129527",YBS / YRTA Official
6,6,စိုက်ပျိုးရေး,Saik Pyoe Yay,ကမာရွတ်,Kamayut,ပြည်လမ်း,Pyay Road,16.817862,96.133326,"https://www.google.com/maps?q=16.817862,96.133326",YBS / YRTA Official
7,7,ဆိုက်ကားဂိတ်,Site Kar Gate,ကမာရွတ်,Kamayut,ဗဟိုလမ်း,Baho Road,16.831456,96.123502,"https://www.google.com/maps?q=16.831456,96.123502",YBS / YRTA Official
8,8,ဆင်ရေတွင်း,Sin Yae Twin,ကမာရွတ်,Kamayut,ရန်ကုန်-အင်းစိန်လမ်း,Yangon-Insein Road,16.833769,96.128565,"https://www.google.com/maps?q=16.833769,96.128565",YBS / YRTA Official
9,9,ပြည်ရိပ်မွန်,Pyi Yeik Mon,ကမာရွတ်,Kamayut,ဗဟိုလမ်း,Baho Road,16.822004,96.125767,"https://www.google.com/maps?q=16.822004,96.125767",YBS / YRTA Official
10,10,ဘီအာဘီ,B.R.B,ကမာရွတ်,Kamayut,ဗဟိုလမ်း,Baho Road,16.828871,96.124352,"https://www.google.com/maps?q=16.828871,96.124352",YBS / YRTA Official
11,11,မာလာ,Marlar,ကမာရွတ်,Kamayut,ပြည်လမ်း,Pyay Road,16.832547,96.132826,"https://www.google.com/maps?q=16.832547,96.132826",YBS / YRTA Official
12,12,ရေကြောင်း,Yae Kyaung,ကမာရွတ်,Kamayut,ဘုရင့်နောင်လမ်း,Bayint Naung Road,16.830092,96.121861,"https://www.google.com/maps?q=16.830092,96.121861",YBS / YRTA Official
13,13,ရဲဝင်း,Ye Win,ကမာရွတ်,Kamayut,ဗဟိုလမ်း,Baho Road,16.817803,96.12658,"https://www.google.com/maps?q=16.817803,96.126580",YBS / YRTA Official
14,14,လှည်းတန်း,Hledan,ကမာရွတ်,Kamayut,ရန်ကုန်-အင်းစိန်လမ်း,Yangon-Insein Road,16.827952,96.130435,"https://www.google.com/maps?q=16.827952,96.130435",YBS / YRTA Official
15,15,လှည်းတန်းဈေး,Hledan Zay,ကမာရွတ်,Kamayut,လှည်းတန်းလမ်း,Hledan Road,16.826457,96.128887,"https://www.google.com/maps?q=16.826457,96.128887",YBS / YRTA Official
16,16,သင်္ဘောကျင်း,Thinbaw Kyin,ကမာရွတ်,Kamayut,ဘုရင့်နောင်လမ်း,Bayint Naung Road,16.82442,96.123027,"https://www.google.com/maps?q=16.824420,96.123027",YBS / YRTA Official
17,17,(၄၆) လမ်း,Lay-sae-chauk Lan (46 Lan),ကျောက်တံတား,Kyauktada,အနော်ရထာလမ်း,Anawrahta Road,16.776532,96.168562,"https://www.google.com/maps?q=16.776532,96.168562",YBS / YRTA Official
18,18,ဆူးလေပန်းခြံ,Sule Pan Chan,ကျောက်တံတား,Kyauktada,မဟာဗန္ဓုလလမ်း,Mahabandoola Road,16.774246,96.159554,"https://www.google.com/maps?q=16.774246,96.159554",YBS / YRTA Official
19,19,ဆူးလေမြို့တော်ခန်းမ,Sule Myodaw Khan Ma,ကျောက်တံတား,Kyauktada,ဆူးလေးဘုရားလမ်း,Sule Pagoda Road,16.775754,96.158879,"https://www.google.com/maps?q=16.775754,96.158879",YBS / YRTA Official
20,20,ပန်းဆိုးတန်း,Pansodan,ကျောက်တံတား,Kyauktada,အနော်ရထာလမ်း,Anawrahta Road,16.776707,96.163806,"https://www.google.com/maps?q=16.776707,96.163806",YBS / YRTA Official
21,21,ပန်းဆိုးတန်း (ဆိပ်ကမ်းသာလမ်း),Pansodan Seikkanthar,ကျောက်တံတား,Kyauktada,ကုန်သည်လမ်း,Merchant Road,16.771652,96.163083,"https://www.google.com/maps?q=16.771652,96.163083",YBS / YRTA Official
22,22,ဘားလမ်း,Bar Lan,ကျောက်တံတား,Kyauktada,အနော်ရထာလမ်း,Anawrahta Road,16.776803,96.160718,"https://www.google.com/maps?q=16.776803,96.160718",YBS / YRTA Official
23,23,ဗိုလ်ကလေးဈေး,Bokalay Zay,ကျောက်တံတား,Kyauktada,မဟာဗန္ဓုလလမ်း,Mahabandoola Road,16.774037,96.165841,"https://www.google.com/maps?q=16.774037,96.165841",YBS / YRTA Official
24,24,လမ်း (၅၀),Lan Ngar Sae (50 Lan),ကျောက်တံတား,Kyauktada,ဗိုလ်ချုပ်အောင်ဆန်းလမ်း,Bogyoke Aung San Road,16.778734,96.171312,"https://www.google.com/maps?q=16.778734,96.171312",YBS / YRTA Official
25,25,ကျောက်တန်း,Kyauk Tan,ကျောက်တန်း,Kyauktan,သန်လျှင်-ကျောက်တန်းလမ်း,Thanlyin-Kyauktan Road,16.633214,96.327295,"https://www.google.com/maps?q=16.633214,96.327295",YBS / YRTA Official
26,26,ချမ်းမြေ့သာယာ,Chan Myae Thar Yar,ကျောက်တန်း,Kyauktan,သန်လျှင်-ကျောက်တန်းလမ်း,Thanlyin-Kyauktan Road,16.649859,96.319806,"https://www.google.com/maps?q=16.649859,96.319806",YBS / YRTA Official
27,27,ဂါတ်တဲကွေ့,Gat Tae Kwae,ကျောက်တန်း,Kyauktan,သန်လျှင်-ကျောက်တန်းလမ်း,Thanlyin-Kyauktan Road,16.638335,96.325244,"https://www.google.com/maps?q=16.638335,96.325244",YBS / YRTA Official
28,28,ဆီဆိုင်,Si Saing,ကျောက်တန်း,Kyauktan,သန်လျှင်-ကျောက်တန်းလမ်း,Thanlyin-Kyauktan Road,16.648075,96.321124,"https://www.google.com/maps?q=16.648075,96.321124",YBS / YRTA Official
29,29,ဈေးကွေ့,Zay Kwae,ကျောက်တန်း,Kyauktan,သန်လျှင်-ကျောက်တန်းလမ်း,Thanlyin-Kyauktan Road,16.635822,96.326508,"https://www.google.com/maps?q=16.635822,96.326508",YBS / YRTA Official
30,30,ပဲလှော်ဖို,Pal Hlaw Pho,ကျောက်တန်း,Kyauktan,သန်လျှင်-ကျောက်တန်းလမ်း,Thanlyin-Kyauktan Road,16.640714,96.323798,"https://www.google.com/maps?q=16.640714,96.323798",YBS / YRTA Official
31,31,အောင်ချမ်းသာ,Aung Chan Thar,ကျောက်တန်း,Kyauktan,သန်လျှင်-ကျောက်တန်းလမ်း,Thanlyin-Kyauktan Road,16.644469,96.323547,"https://www.google.com/maps?q=16.644469,96.323547",YBS / YRTA Official
32,32,ကမ်းနားဈေး,Kannar Zay,ကြည့်မြင်တိုင်,Kyimyindaing,ကြည့်မြင်တိုင်ကမ်းနားလမ်း,Kyee Myin Daing Kannar Road,16.812434,96.121964,"https://www.google.com/maps?q=16.812434,96.121964",YBS / YRTA Official
33,33,ကျောင်းရှေ့,Kyaung Shae,ကြည့်မြင်တိုင်,Kyimyindaing,အောက်ကြည့်မြင်တိုင်လမ်း,Lower Kyee Myin Daing Road,16.800365,96.126217,"https://www.google.com/maps?q=16.800365,96.126217",YBS / YRTA Official
34,34,ကြည့်မြင်တိုင်ညဈေး,Kyee Myin Daing Nya Zay,ကြည့်မြင်တိုင်,Kyimyindaing,အထက်ကြည့်မြင်တိုင်လမ်း,Upper Kyee Myin Daing Road,16.809934,96.125931,"https://www.google.com/maps?q=16.809934,96.125931",YBS / YRTA Official
35,35,ကြည့်မြင်တိုင်ဘူတာ,Kyee Myin Daing Butar,ကြည့်မြင်တိုင်,Kyimyindaing,အထက်ကြည့်မြင်တိုင်လမ်း,Upper Kyee Myin Daing Road,16.806301,96.125743,"https://www.google.com/maps?q=16.806301,96.125743",YBS / YRTA Official
36,36,စလင်းကွင်း,Salin Kwin,ကြည့်မြင်တိုင်,Kyimyindaing,အထက်ကြည့်မြင်တိုင်လမ်း,Upper Kyee Myin Daing Road,16.812025,96.12605,"https://www.google.com/maps?q=16.812025,96.126050",YBS / YRTA Official
37,37,စာတိုက်,Sar Taik,ကြည့်မြင်တိုင်,Kyimyindaing,ကြည့်မြင်တိုင်ကမ်းနားလမ်း,Kyee Myin Daing Kannar Road,16.804178,96.122149,"https://www.google.com/maps?q=16.804178,96.122149",YBS / YRTA Official
38,38,ဆင်မလိုက်,Sinmalite,ကြည့်မြင်တိုင်,Kyimyindaing,ကြည့်မြင်တိုင်ကမ်းနားလမ်း,Kyee Myin Daing Kannar Road,16.819289,96.121971,"https://www.google.com/maps?q=16.819289,96.121971",YBS / YRTA Official
39,39,နတ်စင်လမ်း,Nat Sin Lan,ကြည့်မြင်တိုင်,Kyimyindaing,အထက်ကြည့်မြင်တိုင်လမ်း,Upper Kyee Myin Daing Road,16.814508,96.125932,"https://www.google.com/maps?q=16.814508,96.125932",YBS / YRTA Official
40,40,သဲကွင်း,Thal Kwin,ကြည့်မြင်တိုင်,Kyimyindaing,ကြည့်မြင်တိုင်ကမ်းနားလမ်း,Kyee Myin Daing Kannar Road,16.800933,96.122099,"https://www.google.com/maps?q=16.800933,96.122099",YBS / YRTA Official
41,41,ဟံသာဝတီ,Hantharwaddy,ကြည့်မြင်တိုင်,Kyimyindaing,အထက်ကြည့်မြင်တိုင်လမ်း,Upper Kyee Myin Daing Road,16.816229,96.126039,"https://www.google.com/maps?q=16.816229,96.126039",YBS / YRTA Official
42,42,ဟုမ်းလမ်း,Home Lan,ကြည့်မြင်တိုင်,Kyimyindaing,အောက်ကြည့်မြင်တိုင်လမ်း,Lower Kyee Myin Daing Road,16.797192,96.126132,"https://www.google.com/maps?q=16.797192,96.126132",YBS / YRTA Official
43,43,(၉) ထပ်ကြီး,Koe Htat Kyee,စမ်းချောင်း,Sanchaung,ဗားဂရာလမ်း,Bargayar Road,16.803777,96.128096,"https://www.google.com/maps?q=16.803777,96.128096",YBS / YRTA Official
44,44,မဟာမြိုင်,Mahar Myaing,စမ်းချောင်း,Sanchaung,ပြည်လမ်း,Pyay Road,16.806672,96.13654,"https://www.google.com/maps?q=16.806672,96.136540",YBS / YRTA Official
45,45,မြေနီကုန်း,Myaynigone,စမ်းချောင်း,Sanchaung,ဗားဂရာလမ်း,Bargayar Road,16.803804,96.138814,"https://www.google.com/maps?q=16.803804,96.138814",YBS / YRTA Official
46,46,မြေနီကုန်း (ပြည်လမ်း),Myaynigone (Pyay Road),စမ်းချောင်း,Sanchaung,ပြည်လမ်း,Pyay Road,16.805399,96.136748,"https://www.google.com/maps?q=16.805399,96.136748",YBS / YRTA Official
47,47,ရှမ်းလမ်း,Shan Lan,စမ်းချောင်း,Sanchaung,ဗားဂရာလမ်း,Bargayar Road,16.803776,96.131501,"https://www.google.com/maps?q=16.803776,96.131501",YBS / YRTA Official
48,48,ရွှေမန်း,Shwe Man,စမ်းချောင်း,Sanchaung,ဗားဂရာလမ်း,Bargayar Road,16.803697,96.136183,"https://www.google.com/maps?q=16.803697,96.136183",YBS / YRTA Official
49,49,ဟံသာဝတီ,Hantharwaddy,စမ်းချောင်း,Sanchaung,ပြည်လမ်း,Pyay Road,16.811923,96.135036,"https://www.google.com/maps?q=16.811923,96.135036",YBS / YRTA Official
50,50,စာတိုက်ကြီး,Sar Taik Kyee,ဆိပ်ကမ်း,Seikkan,ကမ်းနားလမ်း,Strand Road,16.769155,96.162463,"https://www.google.com/maps?q=16.769155,96.162463",YBS / YRTA Official
51,51,ပန်းဆိုးတန်း (ကမ်းနားလမ်း),Pansodan (Strand),ဆိပ်ကမ်း,Seikkan,ကမ်းနားလမ်း,Strand Road,16.769358,96.16083,"https://www.google.com/maps?q=16.769358,96.160830",YBS / YRTA Official
52,52,ဗဟိုရုံး,Baho Yone,ဆိပ်ကမ်း,Seikkan,ကမ်းနားလမ်း,Strand Road,16.76919,96.167048,"https://www.google.com/maps?q=16.769190,96.167048",YBS / YRTA Official
53,53,ဗိုလ်တထောင်ဘုရား,Botahtaung Paya,ဆိပ်ကမ်း,Seikkan,ကမ်းနားလမ်း,Strand Road,16.769592,96.172507,"https://www.google.com/maps?q=16.769592,96.172507",YBS / YRTA Official
54,54,ကုလားဈေး,Kalar Zay,တာမွေ,Tamwe,အရှေ့မြင်းပြိုင်လမ်း,East Horse Race Course Road,16.822483,96.172094,"https://www.google.com/maps?q=16.822483,96.172094",YBS / YRTA Official
55,55,ကျောက်မြောင်းဈေး,Kyauk Myaung Zay,တာမွေ,Tamwe,ကျိုက္ကဆံလမ်း,Kyaikkasan Road,16.804034,96.175738,"https://www.google.com/maps?q=16.804034,96.175738",YBS / YRTA Official
56,56,တာမွေဈေး / တာမွေဗလီ,Tamwe Zay/ Tamwe Bali,တာမွေ,Tamwe,ကျိုက္ကဆံလမ်း,Kyaikkasan Road,16.807522,96.176273,"https://www.google.com/maps?q=16.807522,96.176273",YBS / YRTA Official
57,57,တာမွေပလာဇာ,Tamwe Plaza,တာမွေ,Tamwe,သမိန်ဗရမ်းလမ်း,Thamain Bayan Road,16.810675,96.175352,"https://www.google.com/maps?q=16.810675,96.175352",YBS / YRTA Official
58,58,ဗျိုင်းရေအိုးစင်,Byaing Yae Oh Sin,တာမွေ,Tamwe,ဗညားဒလလမ်း,Banyardala Road,16.806494,96.172126,"https://www.google.com/maps?q=16.806494,96.172126",YBS / YRTA Official
59,59,အလုပ်သမားဆေးရုံကြီး,Alote Thamar Say Yone,တာမွေ,Tamwe,ကျိုက္ကဆံလမ်း,Kyaikkasan Road,16.797937,96.172712,"https://www.google.com/maps?q=16.797937,96.172712",YBS / YRTA Official
60,60,အဝိုင်းထိပ် / တာမွေ,Awine Htate/ Tamwe,တာမွေ,Tamwe,အနောက်မြင်းပြိုင်လမ်း,West Horse Race Course Road,16.811852,96.170802,"https://www.google.com/maps?q=16.811852,96.170802",YBS / YRTA Official
61,61,အာသောက,Arthawka,တာမွေ,Tamwe,သမိန်ဗရမ်းလမ်း,Thamain Bayan Road,16.80733,96.180163,"https://www.google.com/maps?q=16.807330,96.180163",YBS / YRTA Official
62,62,ကန်ကုန်း,Kan Kone,တိုက်ကြီး,Taikkyi,ရန်ကုန်-ပြည်လမ်းမကြီး,Yangon-Pyay Main Road,17.268613,95.954711,"https://www.google.com/maps?q=17.268613,95.954711",YBS / YRTA Official
63,63,ကုန်းကွေ့,Gone Kwae,တိုက်ကြီး,Taikkyi,ရန်ကုန်-ပြည်လမ်းမကြီး,Yangon-Pyay Main Road,17.211643,95.961621,"https://www.google.com/maps?q=17.211643,95.961621",YBS / YRTA Official
64,64,ကျွန်းချောင်း,Kyun Chaung,တိုက်ကြီး,Taikkyi,ရန်ကုန်-ပြည်လမ်းမကြီး,Yangon-Pyay Main Road,17.214592,95.961921,"https://www.google.com/maps?q=17.214592,95.961921",YBS / YRTA Official
65,65,တိုက်ကြီးခန်းမ,Taik Kyi Khan Ma,တိုက်ကြီး,Taikkyi,ရန်ကုန်-ပြည်လမ်းမကြီး,Yangon-Pyay Main Road,17.311269,95.966341,"https://www.google.com/maps?q=17.311269,95.966341",YBS / YRTA Official
66,66,တိုက်ကြီးဈေး,Taik Kyi Zay,တိုက်ကြီး,Taikkyi,ရန်ကုန်-ပြည်လမ်းမကြီး,Yangon-Pyay Main Road,17.313891,95.963622,"https://www.google.com/maps?q=17.313891,95.963622",YBS / YRTA Official
67,67,မြောင်းတကာတာဆုံ,Myaung Takar Tar Sone,တိုက်ကြီး,Taikkyi,ရန်ကုန်-ပြည်လမ်းမကြီး,Yangon-Pyay Main Road,17.181918,95.97471,"https://www.google.com/maps?q=17.181918,95.974710",YBS / YRTA Official
68,68,ရွှေမြယာ,Shwe Mya Yar,တိုက်ကြီး,Taikkyi,ရန်ကုန်-ပြည်လမ်းမကြီး,Yangon-Pyay Main Road,17.249597,95.960328,"https://www.google.com/maps?q=17.249597,95.960328",YBS / YRTA Official
69,69,အင်းယက်ကြီး,Inn Yat Kyee,တိုက်ကြီး,Taikkyi,ရန်ကုန်-ပြည်လမ်းမကြီး,Yangon-Pyay Main Road,17.254568,95.958585,"https://www.google.com/maps?q=17.254568,95.958585",YBS / YRTA Official
70,70,(၁၈) ကွေ့,Sae-shit Kwae (18 Kwae),တောင်ဒဂုံ,South Dagon,စည်ပင်လမ်း,Si Pin Road,16.858028,96.234522,"https://www.google.com/maps?q=16.858028,96.234522",YBS / YRTA Official
71,71,(၃၂) ဂိတ်,Thone-Sae-Hnit Gate (32 Gate),တောင်ဒဂုံ,South Dagon,ကျွန်းရွှေဝါလမ်း,Kyun Shwe Wah Road,16.821236,96.266156,"https://www.google.com/maps?q=16.821236,96.266156",YBS / YRTA Official
72,72,(၆၂),Chauk-Sae-Hnit (62),တောင်ဒဂုံ,South Dagon,ရတနာပုံလမ်း,Yadanarpon Road,16.880796,96.250144,"https://www.google.com/maps?q=16.880796,96.250144",YBS / YRTA Official
73,73,ကားကြီးဂိတ်,Kar Gyi Gate,တောင်ဒဂုံ,South Dagon,အမှတ်(၂)လမ်းမ,No. 2 Main Road,16.847393,96.20904,"https://www.google.com/maps?q=16.847393,96.209040",YBS / YRTA Official
74,74,ကားလေးဂိတ်,Kar Lay Gate,တောင်ဒဂုံ,South Dagon,လှော်ကားလမ်း,Hlawga Road,16.851637,96.237986,"https://www.google.com/maps?q=16.851637,96.237986",YBS / YRTA Official
75,75,ကုန်တိုက်,Kone Taik,တောင်ဒဂုံ,South Dagon,လှော်ကားလမ်း,Hlawga Road,16.848083,96.234927,"https://www.google.com/maps?q=16.848083,96.234927",YBS / YRTA Official
76,76,ကုန်ပဒေသာ,Kone Padaythar,တောင်ဒဂုံ,South Dagon,စည်ပင်လမ်း,Si Pin Road,16.849757,96.227478,"https://www.google.com/maps?q=16.849757,96.227478",YBS / YRTA Official
77,77,ကျောက်လမ်း,Kyauk Lan,တောင်ဒဂုံ,South Dagon,အမှတ်(၂)လမ်းမ,No. 2 Main Road,16.883455,96.234203,"https://www.google.com/maps?q=16.883455,96.234203",YBS / YRTA Official
78,78,ဂျီအီးစီ,G.E.C,တောင်ဒဂုံ,South Dagon,ပြည်ထောင်စုလမ်းမကြီး,Pyi Htaung Su Main Road,16.843964,96.227274,"https://www.google.com/maps?q=16.843964,96.227274",YBS / YRTA Official
79,79,စီးပွားရေးတက္ကသိုလ်,See Pwar Yay Takke Tho,တောင်ဒဂုံ,South Dagon,အမှတ်(၂)လမ်းမ,No. 2 Main Road,16.929015,96.268065,"https://www.google.com/maps?q=16.929015,96.268065",YBS / YRTA Official
80,80,စက်မှုဇုံ (၂),Set Hmu Zone Hnit (2),တောင်ဒဂုံ,South Dagon,ပြည်ထောင်စုလမ်းမကြီး,Pyi Htaung Su Main Road,16.841916,96.229725,"https://www.google.com/maps?q=16.841916,96.229725",YBS / YRTA Official
81,81,စက်မှုဇုံဈေး,Set Hmu Zone Zay,တောင်ဒဂုံ,South Dagon,ပြည်ထောင်စုလမ်းမကြီး,Pyi Htaung Su Main Road,16.838392,96.23263,"https://www.google.com/maps?q=16.838392,96.232630",YBS / YRTA Official
82,82,စစ်တောင်းလမ်းထိပ်,Sittaung Lan Htate,တောင်ဒဂုံ,South Dagon,ပြည်ထောင်စုလမ်းမကြီး,Pyi Htaung Su Main Road,16.831646,96.234318,"https://www.google.com/maps?q=16.831646,96.234318",YBS / YRTA Official
83,83,ဆေးရုံရှေ့,Say Yon Shae,တောင်ဒဂုံ,South Dagon,အမှတ်(၂)လမ်းမ,No. 2 Main Road,16.891062,96.239909,"https://www.google.com/maps?q=16.891062,96.239909",YBS / YRTA Official
84,84,ဆောက်လုပ်ရေး,Sauk Lote Yae,တောင်ဒဂုံ,South Dagon,ပြည်ထောင်စုလမ်းမကြီး,Pyi Htaung Su Main Road,16.828674,96.240299,"https://www.google.com/maps?q=16.828674,96.240299",YBS / YRTA Official
85,85,ညောင်ပင်,Nyaung Pin,တောင်ဒဂုံ,South Dagon,အမှတ်(၂)လမ်းမ,No. 2 Main Road,16.905372,96.249197,"https://www.google.com/maps?q=16.905372,96.249197",YBS / YRTA Official
86,86,တံတားဖြူ,Tadar Phyu,တောင်ဒဂုံ,South Dagon,အမှတ်(၂)လမ်းမ,No. 2 Main Road,16.857555,96.212463,"https://www.google.com/maps?q=16.857555,96.212463",YBS / YRTA Official
87,87,တောင်/မြောက်လမ်းဆုံ,Taung Myauk Lan Sone,တောင်ဒဂုံ,South Dagon,ပြည်ထောင်စုလမ်းမကြီး,Pyi Htaung Su Main Road,16.858666,96.214548,"https://www.google.com/maps?q=16.858666,96.214548",YBS / YRTA Official
88,88,တစ်ရာ့လေးဆယ်,Tayar-Lay-Sae (140),တောင်ဒဂုံ,South Dagon,အမှတ်(၂)လမ်းမ,No. 2 Main Road,16.915026,96.25581,"https://www.google.com/maps?q=16.915026,96.255810",YBS / YRTA Official
89,89,ပန်းခြံ,Pan Chan,တောင်ဒဂုံ,South Dagon,ပြည်ထောင်စုလမ်းမကြီး,Pyi Htaung Su Main Road,16.851407,96.21852,"https://www.google.com/maps?q=16.851407,96.218520",YBS / YRTA Official
90,90,ဧရာဝတီလမ်းထိပ်,Ayeyarwaddy Lan Htate,တောင်ဒဂုံ,South Dagon,ပြည်ထောင်စုလမ်းမကြီး,Pyi Htaung Su Main Road,16.837392,96.233259,"https://www.google.com/maps?q=16.837392,96.233259",YBS / YRTA Official
91,91,(၁၄/၁၅) လမ်းဆုံ,(14/15) Lan Sone,တောင်ဥက္ကလာပ,South Okkalapa,သုမင်္ဂလာလမ်း,Thu Mingalar Road,16.836957,96.185657,"https://www.google.com/maps?q=16.836957,96.185657",YBS / YRTA Official
92,92,(၃၁) ဂိတ်,Thone-sae-tit Gate (31 Gate),တောင်ဥက္ကလာပ,South Okkalapa,သံသုမာလမ်း,Thanthumar Road,16.848939,96.194274,"https://www.google.com/maps?q=16.848939,96.194274",YBS / YRTA Official
93,93,၁၃ လမ်း,13 Lan,တောင်ဥက္ကလာပ,South Okkalapa,မေတ္တာလမ်း,Metta Road,16.847523,96.190186,"https://www.google.com/maps?q=16.847523,96.190186",YBS / YRTA Official
94,94,ကေတုမာလာကွေ့,Kaytu Marlar Kwae,တောင်ဥက္ကလာပ,South Okkalapa,ပါရမီလမ်း,Parami Road,16.856264,96.172132,"https://www.google.com/maps?q=16.856264,96.172132",YBS / YRTA Official
95,95,ဂန္ဓမာဟိုးဆေး,Gandamar Wholesale,တောင်ဥက္ကလာပ,South Okkalapa,ဝေဇယန္တာလမ်း,Waizayanta Road,16.86419,96.159522,"https://www.google.com/maps?q=16.864190,96.159522",YBS / YRTA Official
96,96,စီမံကိန်း,Se Man Kane,တောင်ဥက္ကလာပ,South Okkalapa,သံသုမာလမ်း,Thanthumar Road,16.847434,96.19841,"https://www.google.com/maps?q=16.847434,96.198410",YBS / YRTA Official
97,97,တောင်ဥက္ကလာစာတိုက်,Taung Okkalar Sar Taik,တောင်ဥက္ကလာပ,South Okkalapa,သစ္စာလမ်း,Thitsar Road,16.845928,96.179701,"https://www.google.com/maps?q=16.845928,96.179701",YBS / YRTA Official
98,98,တောင်ဥက္ကလာပဘုရား,Taung Okkalar Paya,တောင်ဥက္ကလာပ,South Okkalapa,သံသုမာလမ်း,Thanthumar Road,16.852719,96.185283,"https://www.google.com/maps?q=16.852719,96.185283",YBS / YRTA Official
99,99,နန္ဒဝန်ဈေး,Nandawun Zay,တောင်ဥက္ကလာပ,South Okkalapa,သုမင်္ဂလာလမ်း,Thu Mingalar Road,16.85178,96.175829,"https://www.google.com/maps?q=16.851780,96.175829",YBS / YRTA Official
100,100,ပဒေသာ,Padaythar,တောင်ဥက္ကလာပ,South Okkalapa,သုမင်္ဂလာလမ်း,Thu Mingalar Road,16.841681,96.183249,"https://www.google.com/maps?q=16.841681,96.183249",YBS / YRTA Official
101,101,ပါရမီ,Parami,တောင်ဥက္ကလာပ,South Okkalapa,ဝေဇယန္တာလမ်း,Waizayanta Road,16.851365,96.167433,"https://www.google.com/maps?q=16.851365,96.167433",YBS / YRTA Official
102,102,ပင်းယ,Pinya,တောင်ဥက္ကလာပ,South Okkalapa,ပါရမီလမ်း,Parami Road,16.85943,96.176149,"https://www.google.com/maps?q=16.859430,96.176149",YBS / YRTA Official
103,103,ဗဟိုစျေး,Baho Zay,တောင်ဥက္ကလာပ,South Okkalapa,ဝေဇယန္တာလမ်း,Waizayanta Road,16.840516,96.173677,"https://www.google.com/maps?q=16.840516,96.173677",YBS / YRTA Official
104,104,ဘေလီ,Bay Li,တောင်ဥက္ကလာပ,South Okkalapa,ပါရမီလမ်း,Parami Road,16.860898,96.177126,"https://www.google.com/maps?q=16.860898,96.177126",YBS / YRTA Official
105,105,မြင်သာဈေး,Myin Thar Zay,တောင်ဥက္ကလာပ,South Okkalapa,သံသုမာလမ်း,Thanthumar Road,16.856761,96.181798,"https://www.google.com/maps?q=16.856761,96.181798",YBS / YRTA Official
106,106,ဟံသာဝတီလမ်း,Hantharwaddy Road,တောင်ဥက္ကလာပ,South Okkalapa,ဝေဇယန္တာလမ်း,Waizayanta Road,16.843534,96.171757,"https://www.google.com/maps?q=16.843534,96.171757",YBS / YRTA Official
107,107,အင်းဝ,Inwa,တောင်ဥက္ကလာပ,South Okkalapa,သုမင်္ဂလာလမ်း,Thu Mingalar Road,16.849503,96.177506,"https://www.google.com/maps?q=16.849503,96.177506",YBS / YRTA Official
108,108,(၁၆) ဂိတ်,Sae-Chauk Gate (16 Gate),ထောက်ကြန့်,Htaukkyant,ရန်ကုန်-ပြည်လမ်းမကြီး,Yangon-Pyay Main Road,17.106811,96.053828,"https://www.google.com/maps?q=17.106811,96.053828",YBS / YRTA Official
109,109,(၂) ဂိတ်,Hnit Gate (2 Gate),ထောက်ကြန့်,Htaukkyant,ရန်ကုန်-ပြည်လမ်းမကြီး,Yangon-Pyay Main Road,17.065605,96.116331,"https://www.google.com/maps?q=17.065605,96.116331",YBS / YRTA Official
110,110,(၈၂),Shit-Sae-Hnit (82),ထောက်ကြန့်,Htaukkyant,ရန်ကုန်-ပြည်လမ်းမကြီး,Yangon-Pyay Main Road,17.054993,96.119843,"https://www.google.com/maps?q=17.054993,96.119843",YBS / YRTA Official
111,111,(၉) ဂိတ်,Nine Gate (9 Gate),ထောက်ကြန့်,Htaukkyant,ရန်ကုန်-ပြည်လမ်းမကြီး,Yangon-Pyay Main Road,17.051925,96.119561,"https://www.google.com/maps?q=17.051925,96.119561",YBS / YRTA Official
112,112,(၉၁) ဂိတ်,Koe-Sae-Tit Gate (91 Gate),ထောက်ကြန့်,Htaukkyant,ရန်ကုန်-ပြည်လမ်းမကြီး,Yangon-Pyay Main Road,17.100925,96.084445,"https://www.google.com/maps?q=17.100925,96.084445",YBS / YRTA Official
